EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 19-06-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at https://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 46 STANAME: Station name
 48- 49 CN     : Country code (ISO3116 countrycodes)
 51- 59 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 61- 70 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 72- 76 HGTH   : Station elevation in meters

STAID,STANAME                                 ,CN,      LAT,       LON,HGHT
 4781,WORNITZ-BOTTENWEILER                    ,DE,+49:13:08,+010:13:50,  464
 4782,WOLDEGK                                 ,DE,+53:27:47,+013:36:42,  118
 4783,WOLFACH                                 ,DE,+48:17:45,+008:14:24,  291
 4784,WOLFSBURG                               ,DE,+52:26:33,+010:45:36,   56
 4785,WOLFSBURG (SUDWEST)                     ,DE,+52:23:51,+010:41:27,   82
 4786,WOLFSTEIN/PFALZ                         ,DE,+49:34:55,+007:37:27,  200
 4787,WORMS                                   ,DE,+49:36:20,+008:22:00,   88
 4788,WURZBURG (KLARWERK)                     ,DE,+49:47:51,+009:53:45,  170
 4789,WURZBURG (PHYSIKALISCHES-INSTITUT)      ,DE,+49:48:02,+009:55:45,  175
 4790,WUNSTORF                                ,DE,+52:27:29,+009:25:41,   57
 4791,WUPPERTAL-BUCHENHOFEN                   ,DE,+51:13:33,+007:06:21,  130
 4792,REMSCHEID                               ,DE,+51:12:23,+007:12:02,  235
 4793,WUSTRAU-ZIETHENHORST                    ,DE,+52:48:19,+012:52:23,   35
 4794,WUTOSCHINGEN-OFTERINGEN                 ,DE,+47:40:44,+008:22:50,  398
 4795,WRIXUM/FOHR                             ,DE,+54:41:39,+008:31:41,    8
 4796,ZEHDENICK                               ,DE,+52:58:05,+013:19:41,   51
 4797,ZEITZ                                   ,DE,+51:03:14,+012:08:39,  170
 4798,ZERBST                                  ,DE,+51:57:56,+012:06:03,   69
 4799,BOBLINGEN                               ,DE,+48:40:36,+008:58:27,  445
 4800,ZINNOWITZ                               ,DE,+54:04:54,+013:54:02,    2
 4801,ZINNWALD-GEORGENFELD                    ,DE,+50:43:58,+013:45:11,  877
 4802,BOHMING                                 ,DE,+48:56:45,+011:22:05,  379
 4803,LICHTENTANNE                            ,DE,+50:41:21,+012:26:03,  353
 4804,ZWIESEL                                 ,DE,+49:01:45,+013:14:25,  615
 4805,ZWIESELBERG                             ,DE,+49:00:06,+013:12:55,  615
 4806,BASSUM (A)                              ,DE,+52:50:58,+008:43:12,   36
 4808,BERGE                                   ,DE,+52:37:14,+012:47:20,   40
 4809,DANNENBERG                              ,DE,+53:06:07,+011:02:48,   50
 4810,KIRCHHEIM/TECK-OTLINGEN                 ,DE,+48:39:33,+009:25:17,  289
 4811,BOFFZEN                                 ,DE,+51:45:11,+009:23:47,  105
 4812,BAD KOHLGRUB (A)                        ,DE,+47:40:42,+011:02:54,  850
 4813,MAINBURG                                ,DE,+48:39:01,+011:46:42,  431
 4814,MELSUNGEN-BURSTOSS                      ,DE,+51:07:59,+009:31:12,  254
 4815,BOIZENBURG                              ,DE,+53:23:35,+010:41:21,   45
 4816,NEUWIED                                 ,DE,+50:26:58,+007:25:41,   91
 4817,BOKEL                                   ,DE,+53:51:54,+009:44:08,   10
 4818,SCHONHAGEN (OSTSEEBAD)                  ,DE,+54:38:27,+010:01:28,    2
 4819,REIT IM WINKL                           ,DE,+47:40:33,+012:28:15,  685
 4820,BOLTENHAGEN                             ,DE,+54:00:15,+011:11:31,   15
 4821,WELZHEIM (A)                            ,DE,+48:52:46,+009:38:07,  510
 4822,BONN                                    ,DE,+50:43:46,+007:05:04,   62
 4823,BONN-FRIESDORF                          ,DE,+50:42:24,+007:08:51,   62
 4825,BONN-ROLEBER                            ,DE,+50:44:11,+007:11:38,  159
 4826,BOOS                                    ,DE,+48:04:28,+010:12:05,  592
 4827,MELCHOW-SCHONHOLZ                       ,DE,+52:46:48,+013:45:38,   71
 4828,WENDISCH EVERN                          ,DE,+53:12:55,+010:28:18,   62
 4829,TAUBENHEIM-SEELIGSTADT                  ,DE,+51:05:06,+013:27:01,  273
 4830,OSTENFELD (RENDSBURG)                   ,DE,+54:19:15,+009:48:21,   14
 4831,GRAMBOW-SCHWENNENZ                      ,DE,+53:23:08,+014:22:27,   50
 4832,MEDOW-WUSSENTIN                         ,DE,+53:51:20,+013:29:48,   11
 4833,STRALSUND-DEVIN                         ,DE,+54:16:06,+013:08:40,    2
 4834,SOHLAND/SPREE                           ,DE,+51:03:38,+014:25:41,  290
 4835,BORGENTREICH-BUHNE                      ,DE,+51:34:19,+009:18:47,  240
 4836,WANGERLAND-HOOKSIEL                     ,DE,+53:38:30,+008:04:58,    8
 4837,WEIDENBACH-WEIHERSCHNEIDBACH            ,DE,+49:13:32,+010:36:34,  455
 4838,DORPEN                                  ,DE,+52:57:19,+007:19:09,    8
 4839,DORNICK                                 ,DE,+54:10:00,+010:21:14,   26
 4840,COSCHEN                                 ,DE,+52:01:14,+014:43:37,   40
 4841,BORKEN IN WESTFALEN                     ,DE,+51:52:27,+006:53:12,   48
 4842,MALLERSDORF-PFAFFENBERG                 ,DE,+48:46:36,+012:10:32,  404
 4844,NASTATTEN                               ,DE,+50:12:00,+007:51:56,  268
 4845,SELB-SPIELBERG                          ,DE,+50:09:34,+012:02:25,  610
 4846,LUGDE-PAENBRUCH                         ,DE,+51:52:04,+009:16:19,  258
 4847,STEINHAGEN-NEGAST                       ,DE,+54:15:01,+013:02:35,   16
 4848,BORKUM-SUDERSTRASSE                     ,DE,+53:34:49,+006:40:22,   12
 4849,AITERHOFEN                              ,DE,+48:50:43,+012:37:06,  339
 4850,SAARBRUCKEN-BURBACH                     ,DE,+49:14:30,+006:56:06,  190
 4851,DOLLNSTEIN-BREITENFURT                  ,DE,+48:52:40,+011:06:20,  394
 4852,FRIEDRICHSHAFEN-UNTERRADERACH           ,DE,+47:41:07,+009:26:30,  459
 4853,GROSSERLACH-MANNENWEILER                ,DE,+49:01:18,+009:36:15,  523
 4854,INGELFINGEN-STACHENHAUSEN               ,DE,+49:20:00,+009:42:18,  385
 4855,SCHWABISCH GMUND-WEILER                 ,DE,+48:46:14,+009:52:30,  413
 4856,SINGEN                                  ,DE,+47:46:28,+008:49:22,  445
 4857,BRILON-THULEN                           ,DE,+51:24:56,+008:39:02,  457
 4858,WUSTERWITZ                              ,DE,+52:21:45,+012:23:18,   36
 4859,PABSTORF                                ,DE,+52:01:54,+010:57:50,  112
 4860,MOORGRUND GRAFEN-NITZENDORF             ,DE,+50:50:36,+010:15:10,  283
 4861,DEMKER                                  ,DE,+52:30:30,+011:51:23,   36
 4862,NOTZINGEN                               ,DE,+48:40:18,+009:27:48,  325
 4863,PILSACH-LITZLOHE                        ,DE,+49:21:15,+011:30:24,  550
 4864,MUHLHAUSEN-GORMAR                       ,DE,+51:12:28,+010:29:45,  190
 4865,KARLSHAGEN                              ,DE,+54:06:23,+013:49:33,    1
 4866,MARKT ERLBACH-MOSBACH                   ,DE,+49:31:57,+010:38:35,  362
 4867,NOSSEN                                  ,DE,+51:03:06,+013:18:09,  308
 4868,LOHR/MAIN-HALSBACH                      ,DE,+50:00:51,+009:39:18,  285
 4869,LUDINGHAUSEN-BROCHTRUP                  ,DE,+51:46:05,+007:31:13,   59
 4870,RUNKEL-ENNERICH                         ,DE,+50:23:44,+008:08:39,  168
 4871,MAISACH-GALGEN                          ,DE,+48:12:29,+011:12:16,  530
 4872,SCHONUNGEN-MAINBERG                     ,DE,+50:03:32,+010:17:54,  304
 4873,BRAKE                                   ,DE,+53:19:03,+008:28:48,    1
 4874,BRAKE-SUDERFELD                         ,DE,+53:17:51,+008:27:14,    0
 4875,BRAMSCHE                                ,DE,+52:24:18,+007:58:23,   58
 4876,BRANDE-HORNERKIRCHEN                    ,DE,+53:51:24,+009:42:59,    9
 4877,BRANDENBURG-GORDEN                      ,DE,+52:24:54,+012:33:06,   35
 4878,HAGENBUCHACH                            ,DE,+49:32:11,+010:46:18,  384
 4879,BRAUNLAGE                               ,DE,+51:43:30,+010:36:14,  607
 4880,BRAUNSCHWEIG-GLIESMARODE                ,DE,+52:16:32,+010:34:00,   83
 4881,BRAUNSCHWEIG (T.H.)                     ,DE,+52:16:19,+010:32:04,   75
 4882,BRAUNSCHWEIG                            ,DE,+52:17:25,+010:26:54,   81
 4883,BREITSOL                                ,DE,+49:54:10,+009:25:45,  585
 4884,BREMEN-SEEFAHRTSCHULE                   ,DE,+53:06:06,+008:47:03,    4
 4885,BREMERHAVEN                             ,DE,+53:32:04,+008:34:37,    7
 4886,BREMERHAVEN-SPECKENBUTTEL               ,DE,+53:35:21,+008:36:08,    8
 4887,BREMERVORDE (A)                         ,DE,+53:28:45,+009:09:23,    5
 4888,BREMERVORDE                             ,DE,+53:29:56,+009:10:23,    3
 4889,BREMERVORDE-NIEDEROCHTENHAUSEN          ,DE,+53:31:58,+009:10:03,    5
 4890,ESCHBACH                                ,DE,+47:53:12,+007:39:42,  234
 4891,ELSENDORF-HORNECK                       ,DE,+48:42:11,+011:51:02,  425
 4892,LIEBENBURG-OTHFRESEN                    ,DE,+52:00:38,+010:23:44,  187
 4893,ALBSTADT-EBINGEN                        ,DE,+48:12:21,+009:02:17,  712
 4894,SIEGSDORF-HOLL                          ,DE,+47:50:08,+012:39:23,  721
 4895,BIELEFELD-DEPPENDORF                    ,DE,+52:04:22,+008:27:28,  105
 4896,BRETTEN                                 ,DE,+49:01:35,+008:42:59,  185
 4897,BRILON                                  ,DE,+51:24:12,+008:33:42,  472
 4898,FREUDENBERG/MAIN-BOXTAL                 ,DE,+49:45:52,+009:24:23,  193
 4899,ALBSTADT-BADKAP                         ,DE,+48:12:59,+008:58:45,  759
 4900,BROMBACHTAL-KIRCH-BROMBACH              ,DE,+49:44:08,+008:57:24,  290
 4901,HATTSTEDT                               ,DE,+54:31:41,+009:02:38,    5
 4902,BROTTERODE                              ,DE,+50:49:45,+010:27:19,  600
 4903,ALBSTADT-ONSTMETTINGEN                  ,DE,+48:16:39,+009:00:03,  794
 4904,DONAUWORTH-OSTERWEILER                  ,DE,+48:44:09,+010:44:34,  434
 4905,OLBERSLEBEN                             ,DE,+51:09:07,+011:19:59,  160
 4906,TREUEN                                  ,DE,+50:32:48,+012:17:12,  465
 4907,ARNSBERG-NEHEIM                         ,DE,+51:27:52,+007:58:44,  159
 4908,HERMARINGEN-ALLEWIND                    ,DE,+48:36:38,+010:16:09,  468
 4909,DEUTSCHNEUDORF-BRUDERWIESE              ,DE,+50:37:15,+013:28:59,  688
 4910,PRACKENBACH-NEUHAUSEL                   ,DE,+49:06:34,+012:49:28,  588
 4911,FELDBERG/MECKLENBURG                    ,DE,+53:19:03,+013:25:03,  115
 4912,JESSNITZ                                ,DE,+51:40:59,+012:18:20,   74
 4913,ALFELD                                  ,DE,+51:58:01,+009:48:15,  144
 4914,EISENACH                                ,DE,+51:00:09,+010:21:48,  312
 4915,FEUCHTWANGEN-HEILBRONN                  ,DE,+49:09:47,+010:22:01,  475
 4916,BRUCKEN                                 ,DE,+49:37:53,+007:06:56,  390
 4917,WALDMUNCHEN                             ,DE,+49:23:31,+012:41:07,  499
 4918,BORKUM-FLUGPLATZ                        ,DE,+53:36:00,+006:42:11,    3
 4919,AHAUS                                   ,DE,+52:04:58,+006:56:30,   46
 4920,HECKELBERG                              ,DE,+52:44:45,+013:50:31,   82
 4921,BAD BRUCKENAU (A)                       ,DE,+50:18:33,+009:47:04,  310
 4922,HOYERSWERDA                             ,DE,+51:27:02,+014:15:15,  116
 4923,WUNSIEDEL-SCHONBRUNN                    ,DE,+50:01:54,+011:58:27,  622
 4924,GOTTFRIEDING                            ,DE,+48:39:38,+012:32:25,  350
 4925,HOHERODSKOPF/VOGELSBERG                 ,DE,+50:30:30,+009:13:28,  743
 4926,ALDERSBACH-KRIESTORF                    ,DE,+48:37:00,+013:03:07,  340
 4927,LEUTKIRCH-HERLAZHOFEN                   ,DE,+47:47:47,+010:02:00,  672
 4928,NEU-ULRICHSTEIN                         ,DE,+50:45:11,+009:01:24,  350
 4929,NEUHUTTEN/SPESSART                      ,DE,+50:00:33,+009:25:30,  340
 4930,LANGENWETZENDORF-GOTTENDORF             ,DE,+50:39:43,+012:04:37,  390
 4931,KREIPITZSCH BEI BAD KOSEN               ,DE,+51:06:20,+011:42:45,  246
 4932,PIDING                                  ,DE,+47:46:23,+012:54:32,  458
 4933,PADENSTEDT (PONY-PARK)                  ,DE,+54:01:14,+009:55:36,   17
 4934,VEILSDORF                               ,DE,+50:25:04,+010:49:00,  397
 4935,OBERHACHING-LAUFZORN                    ,DE,+48:00:50,+011:33:14,  604
 4936,WITTINGEN-VORHOP                        ,DE,+52:38:38,+010:39:51,   72
 4937,KR. NECKAR-ODENWALD BUCHEN              ,DE,+49:31:09,+009:19:21,  340
 4938,BUCHENBACH                              ,DE,+47:57:47,+007:59:56,  445
 4939,BUCHHOLZ IN DER NORDHEIDE               ,DE,+53:21:24,+009:56:12,   77
 4940,BUCHEL (FLUGPLATZ)                      ,DE,+50:10:26,+007:03:47,  477
 4941,BUCKEBURG                               ,DE,+52:16:54,+009:05:16,   68
 4942,BUDINGEN                                ,DE,+50:16:41,+009:07:04,  148
 4943,BUHLERTAL                               ,DE,+48:41:48,+008:10:31,  190
 4944,BUHLERTAL-OBERTAL                       ,DE,+48:40:31,+008:10:50,  478
 4945,ALFHAUSEN                               ,DE,+52:29:11,+007:54:46,   65
 4946,BUHLENBERG                              ,DE,+49:39:47,+007:06:38,  530
 4947,SCHLUSSELFELD (KLARANLAGE)              ,DE,+49:44:45,+010:38:40,  290
 4948,BURGWALD-BOTTENDORF                     ,DE,+51:01:54,+008:48:56,  293
 4950,CARLSFELD                               ,DE,+50:25:55,+012:36:46,  897
 4951,CELLE (STADT)                           ,DE,+52:36:59,+010:04:26,   33
 4952,CELLE                                   ,DE,+52:35:43,+010:01:41,   39
 4953,PEMFLING-PITZLING                       ,DE,+49:15:05,+012:36:20,  389
 4954,CHEMNITZ                                ,DE,+50:47:33,+012:52:24,  418
 4955,CHIEMING                                ,DE,+47:53:07,+012:32:30,  551
 4956,CLAUSTHAL-ZELLERFELD                    ,DE,+51:47:30,+010:20:53,  585
 4957,CLOPPENBURG                             ,DE,+52:50:44,+008:03:47,   42
 4958,LAUTERTAL-OBERLAUTER                    ,DE,+50:18:29,+010:58:09,  345
 4959,COTTBUS (FLUGPLATZ)                     ,DE,+51:46:00,+014:16:59,   68
 4960,CRAILSHEIM-ALEXANDERSREUT               ,DE,+49:05:57,+010:05:57,  423
 4961,CRIMMITSCHAU                            ,DE,+50:48:57,+012:23:00,  269
 4962,DACHWIG                                 ,DE,+51:04:42,+010:51:50,  170
 4963,DARMSTADT                               ,DE,+49:52:54,+008:40:39,  162
 4964,DARMSTADT (A)                           ,DE,+49:50:47,+008:37:30,  122
 4965,DARMSTADT-BOTANISCHER GARTEN            ,DE,+49:52:14,+008:40:50,  169
 4966,ALSFELD-EIFA                            ,DE,+50:44:44,+009:20:48,  300
 4967,DEGGENHAUSERTAL-AZENWEILER              ,DE,+47:48:06,+009:24:42,  708
 4968,ALSFELD-REIBERTENROD                    ,DE,+50:46:13,+009:15:19,  269
 4969,DESSAU                                  ,DE,+51:51:09,+012:15:11,   60
 4970,DEUSELBACH                              ,DE,+49:45:47,+007:03:20,  481
 4971,DIEPHOLZ                                ,DE,+52:35:25,+008:20:47,   39
 4972,DIERFELD                                ,DE,+50:05:03,+006:53:27,  413
 4973,DIESBAR-SEUSSLITZ                       ,DE,+51:14:29,+013:25:05,  100
 4974,DIETENHOFEN                             ,DE,+49:25:01,+010:40:27,  405
 4975,DILLENBURG                              ,DE,+50:43:57,+008:15:47,  314
 4976,DILLINGEN/DONAU                         ,DE,+48:34:15,+010:29:58,  420
 4977,DILLINGEN/DONAU-FRISTINGEN              ,DE,+48:33:25,+010:33:39,  419
 4978,ALTASTENBERG                            ,DE,+51:11:25,+008:28:05,  839
 4979,DIPPOLDISWALDE-REINBERG                 ,DE,+50:55:05,+013:42:52,  365
 4985,AS - RUSTADSKOGEN                       ,NO,+59:40:00,+010:48:00,  120
 4992,NELAUG                                  ,NO,+58:39:29,+008:37:53,  142
 4993,LANDVIK                                 ,NO,+58:20:24,+008:31:21,    6
 4995,BYKLE - KULTRAN                         ,NO,+59:21:06,+007:20:48,  599
 4996,BYGLANDSFJORD                           ,NO,+58:40:00,+007:48:00,  207
 4997,BYGLANDSFJORD II                        ,NO,+58:39:56,+007:48:42,  206
 4998,BYGLANDSFJORD - SOLBAKKEN               ,NO,+58:40:01,+007:48:03,  212
 5000,GOL - STAKE                             ,NO,+60:43:09,+008:56:51,  542
 5001,ALTA LUFTHAVN                           ,NO,+69:58:39,+023:21:29,    3
 5002,HAMMERFEST LUFTHAVN                     ,NO,+70:40:50,+023:40:37,   81
 5003,HONNINGSVAG LUFTHAVN                    ,NO,+71:00:38,+025:58:41,   14
 5004,MEHAMN LUFTHAVN                         ,NO,+71:01:59,+027:49:46,   13
 5005,BERLEVAG LUFTHAVN                       ,NO,+70:52:14,+029:02:04,   13
 5009,VADSO LUFTHAVN                          ,NO,+70:03:55,+029:50:07,   39
 5017,HAMAR II                                ,NO,+60:48:03,+011:05:52,  132
 5018,HAMAR - STAVSBERG                       ,NO,+60:49:05,+011:04:10,  221
 5031,MIDTLAEGER                              ,NO,+59:50:02,+006:59:29, 1079
 5039,FISKABYGD                               ,NO,+62:06:11,+005:34:54,   41
 5041,BRUSDALSVATN II                         ,NO,+62:27:52,+006:23:45,   27
 5042,HILDRE                                  ,NO,+62:36:12,+006:19:26,   13
 5046,SVINOY FYR                              ,NO,+62:19:45,+005:16:05,   38
 5047,MOLDE LUFTHAVN                          ,NO,+62:44:39,+007:15:42,    3
 5048,KRISTIANSUND - KARIHOLA                 ,NO,+63:07:31,+007:42:15,   39
 5049,KRISTIANSUND LUFTHAVN                   ,NO,+63:06:33,+007:48:56,   62
 5051,SMOLA - MOLDSTAD                        ,NO,+63:25:10,+008:03:47,   30
 5052,ORSTA-VOLDA LUFTHAVN                    ,NO,+62:10:51,+006:04:50,   74
 5054,VIGRA                                   ,NO,+62:33:42,+006:06:54,   22
 5055,ALVUNDFJORD                             ,NO,+62:50:04,+008:31:17,    5
 5056,BRONNOYSUND LUFTHAVN                    ,NO,+65:27:24,+012:13:05,    9
 5060,EVENES LUFTHAVN                         ,NO,+68:29:27,+016:40:59,   26
 5065,LEKNES LUFTHAVN                         ,NO,+68:09:18,+013:36:54,   26
 5066,SANDNESSJOEN LH - STOKKA                ,NO,+65:57:38,+012:28:17,   17
 5067,MO I RANA III                           ,NO,+66:18:24,+014:09:15,   41
 5069,VALLJORD                                ,NO,+67:21:38,+015:35:21,    3
 5070,NARVIK LUFTHAVN                         ,NO,+68:26:22,+017:23:18,   31
 5071,SVOLVAER LUFTHAVN                       ,NO,+68:14:43,+014:40:09,    9
 5073,STOKMARKNES LH - SKAGEN                 ,NO,+68:34:48,+015:01:45,    3
 5074,MO I RANA LUFTHAVN                      ,NO,+66:21:51,+014:18:05,   70
 5078,NAMSOS LUFTHAVN                         ,NO,+64:28:14,+011:34:14,    2
 5083,SKLINNA FYR                             ,NO,+65:12:07,+010:59:47,   23
 5085,VENABU                                  ,NO,+61:39:05,+010:06:30,  930
 5089,SOGNEFJELLHYTTA                         ,NO,+61:33:52,+007:59:52, 1413
 5093,LOKEN I VOLBU                           ,NO,+61:07:18,+009:03:47,  521
 5094,FILEFJELL - KYRKJESTOLANE               ,NO,+61:10:41,+008:06:45,  956
 5097,OSLO - VESTLI                           ,NO,+59:58:00,+010:55:59,  200
 5098,OSLO - BLINDERN PLU                     ,NO,+59:56:31,+010:43:12,   94
 5099,ASKIM II                                ,NO,+59:35:13,+011:09:57,  141
 5104,HAUGESUND LUFTHAVN                      ,NO,+59:20:58,+005:11:52,   24
 5106,SANDNES - ROVIK                         ,NO,+58:51:57,+005:45:43,   19
 5110,NEDRE VATS                              ,NO,+59:29:02,+005:45:02,   64
 5113,FURENESET                               ,NO,+61:17:34,+005:02:39,    7
